thread,time
1,4.20
1,4.35
1,3.03
1,4.41
1,3.85
2,4.29
2,4.29
2,4.19
2,4.41
2,4.43
3,2.92
3,2.88
3,2.87
3,2.93
3,2.89
4,3.05
4,3.08
4,2.97
4,3.07
4,3.03
5,3.05
5,3.01
5,3.03
5,3.11
5,3.08
6,3.05
6,3.00
6,3.04
6,3.00
6,3.06
7,3.03
7,3.03
7,3.03
7,3.04
7,3.09
8,3.05
8,2.83
8,3.09
8,2.98
8,2.94
