thread,time
1,4.13
1,4.09
1,3.37
1,4.36
1,2.46
2,3.93
2,2.57
2,4.32
2,4.37
2,4.37
3,2.93
3,2.92
3,2.81
3,2.81
3,2.86
4,2.99
4,3.00
4,3.03
4,2.95
4,3.03
5,3.07
5,3.06
5,3.06
5,3.08
5,3.06
6,3.01
6,3.08
6,3.04
6,3.06
6,3.06
7,3.07
7,3.06
7,3.02
7,3.08
7,3.06
8,3.06
8,3.10
8,3.07
8,3.09
8,3.09
