thread,time
1,0.93
1,0.93
1,0.93
1,0.93
1,0.93
2,1.17
2,1.17
2,1.17
2,1.17
2,1.17
3,4.90
3,4.96
3,4.88
3,5.04
3,3.72
4,6.08
4,6.22
4,5.58
4,6.28
4,6.37
5,3.99
5,3.93
5,3.90
5,3.95
5,3.94
6,4.00
6,4.12
6,4.05
6,3.83
6,3.98
7,4.29
7,4.24
7,4.40
7,4.46
7,4.23
8,4.43
8,4.47
8,6.25
8,4.39
8,4.18
