thread,time
1,0.11
1,0.12
1,0.13
1,0.11
1,0.15
2,0.15
2,0.12
2,0.12
2,0.21
2,0.19
3,0.26
3,0.16
3,0.26
3,0.18
3,0.17
4,0.26
4,0.18
4,0.17
4,0.19
4,0.18
5,0.16
5,0.14
5,0.17
5,0.19
5,0.18
6,0.16
6,0.18
6,0.15
6,0.16
6,0.18
7,0.14
7,0.17
7,0.15
7,0.15
7,0.16
8,0.15
8,0.18
8,0.16
8,0.16
8,0.17
