thread,time
1,1.03
1,1.00
1,1.01
1,1.01
1,1.01
2,1.27
2,1.27
2,1.28
2,1.27
2,1.28
3,21.67
3,19.92
3,21.97
3,8.59
3,23.12
4,20.54
4,15.28
4,23.00
4,20.46
4,20.17
5,5.80
5,5.94
5,5.80
5,6.03
5,5.97
6,5.99
6,5.96
6,5.98
6,5.94
6,6.29
7,6.66
7,6.22
7,6.70
7,6.75
7,7.08
8,6.57
8,6.64
8,6.35
8,5.97
8,6.88
