thread,time
1,1.01
1,1.03
1,1.01
1,1.01
1,1.01
2,1.28
2,1.27
2,1.28
2,1.28
2,1.28
3,12.59
3,18.14
3,15.67
3,17.51
3,17.07
4,22.68
4,22.75
4,20.45
4,22.86
4,21.78
5,6.05
5,6.43
5,5.89
5,5.89
5,6.16
6,6.58
6,6.20
6,6.11
6,6.08
6,6.39
7,6.62
7,7.11
7,6.89
7,6.83
7,6.24
8,6.75
8,7.55
8,8.44
8,7.24
8,7.34
