thread,time
1,15.60
1,6.46
1,14.96
1,15.55
1,10.40
2,14.34
2,5.28
2,12.55
2,14.64
2,14.38
3,5.46
3,5.81
3,3.83
3,4.52
3,6.04
4,5.67
4,5.36
4,5.51
4,5.68
4,5.68
5,5.32
5,5.75
5,5.37
5,5.82
5,5.45
6,5.07
6,5.11
6,5.11
6,5.19
6,5.16
7,4.37
7,5.21
7,5.05
7,5.02
7,5.10
8,5.24
8,5.12
8,5.29
8,5.23
8,5.25
