thread,time
1,4.31
1,4.26
1,4.11
1,4.33
1,4.28
2,4.49
2,4.38
2,4.32
2,4.38
2,4.29
3,2.93
3,2.89
3,2.93
3,2.94
3,2.92
4,3.02
4,2.85
4,3.07
4,3.08
4,3.05
5,3.08
5,2.87
5,3.04
5,3.09
5,3.02
6,3.08
6,3.10
6,3.07
6,3.08
6,3.05
7,2.95
7,3.00
7,2.96
7,3.06
7,3.00
8,3.06
8,3.02
8,2.92
8,2.94
8,2.99
