thread,time
1,0.10
1,0.10
1,0.10
1,0.11
1,0.10
2,0.68
2,0.56
2,0.60
2,0.69
2,0.54
3,0.94
3,0.86
3,0.82
3,1.17
3,1.13
4,1.31
4,1.24
4,1.29
4,1.46
4,1.44
5,1.36
5,1.27
5,1.33
5,1.30
5,1.09
6,1.19
6,1.14
6,1.05
6,0.98
6,1.02
7,1.14
7,1.15
7,1.24
7,0.99
7,1.17
8,1.00
8,1.11
8,0.97
8,0.92
8,0.86
