thread,time
1,4.26
1,3.56
1,4.16
1,4.41
1,4.10
2,4.24
2,4.35
2,3.90
2,3.24
2,4.31
3,2.87
3,2.85
3,2.78
3,2.86
3,2.80
4,3.01
4,3.08
4,3.11
4,3.00
4,2.71
5,3.03
5,3.05
5,3.08
5,3.08
5,3.05
6,3.07
6,3.00
6,3.08
6,3.08
6,3.06
7,3.03
7,3.05
7,3.07
7,3.07
7,3.06
8,3.08
8,3.08
8,2.77
8,2.93
8,2.99
