thread,time
1,1.75
1,2.85
1,1.50
1,1.82
1,1.52
2,1.86
2,1.78
2,1.48
2,1.83
2,1.47
3,1.98
3,1.91
3,1.45
3,1.85
3,1.55
4,1.46
4,1.95
4,1.47
4,1.70
4,1.47
5,1.58
5,1.44
5,1.51
5,1.97
5,1.57
6,1.47
6,1.81
6,1.46
6,1.85
6,1.46
7,2.03
7,2.00
7,1.45
7,2.01
7,1.96
8,1.57
8,1.77
8,1.61
8,1.50
8,1.49
