thread,time
1,6.95
1,14.01
1,11.09
1,15.41
1,15.96
2,13.59
2,13.68
2,15.62
2,13.82
2,15.80
3,7.76
3,7.33
3,5.23
3,5.75
3,5.85
4,5.82
4,5.66
4,5.39
4,5.58
4,5.49
5,5.81
5,5.57
5,5.32
5,5.79
5,5.93
6,5.26
6,5.70
6,5.21
6,5.12
6,4.50
7,5.40
7,5.34
7,5.26
7,5.36
7,5.07
8,5.14
8,5.32
8,5.26
8,5.37
8,5.37
