thread,time
1,0.13
1,0.13
1,0.31
1,0.23
1,0.24
2,0.23
2,0.12
2,0.24
2,0.13
2,0.23
3,0.28
3,0.25
3,0.39
3,0.36
3,0.26
4,0.50
4,0.47
4,0.48
4,0.53
4,0.50
5,0.32
5,0.55
5,0.38
5,0.54
5,0.49
6,0.28
6,0.55
6,0.31
6,0.35
6,0.42
7,0.44
7,0.46
7,0.35
7,0.50
7,0.50
8,0.41
8,0.29
8,0.39
8,0.28
8,0.29
