thread,time
1,18.87
1,9.70
1,14.71
1,4.74
1,7.77
2,9.56
2,5.91
2,4.81
2,6.83
2,7.49
3,5.73
3,4.41
3,5.63
3,5.58
3,4.62
4,4.15
4,5.99
4,5.52
4,5.68
4,5.84
5,5.47
5,5.75
5,4.85
5,5.43
5,5.86
6,6.02
6,4.25
6,5.26
6,5.37
6,5.02
7,5.25
7,6.13
7,4.64
7,5.10
7,3.77
8,5.92
8,5.46
8,4.83
8,5.76
8,5.83
