thread,time
1,0.36
1,0.41
1,0.31
1,0.35
1,0.43
2,0.35
2,0.44
2,0.38
2,0.40
2,0.43
3,1.14
3,0.89
3,1.41
3,1.59
3,0.95
4,1.21
4,1.13
4,1.16
4,1.64
4,1.25
5,1.14
5,1.19
5,1.37
5,1.27
5,1.17
6,1.32
6,1.08
6,1.06
6,1.01
6,1.08
7,0.83
7,0.75
7,0.97
7,1.04
7,1.08
8,1.04
8,0.96
8,0.75
8,1.03
8,0.93
