thread,time
1,1.61
1,1.28
1,2.06
1,2.08
1,2.34
2,1.70
2,2.46
2,2.28
2,2.39
2,2.43
3,2.47
3,2.07
3,2.01
3,2.33
3,2.05
4,2.06
4,2.12
4,2.05
4,2.09
4,2.07
5,2.56
5,2.20
5,2.69
5,2.40
5,2.30
6,2.23
6,2.11
6,2.29
6,2.27
6,2.27
7,2.87
7,4.98
7,2.97
7,3.76
7,3.10
8,7.71
8,3.83
8,2.96
8,6.05
8,7.17
