thread,time
1,0.23
1,0.23
1,0.23
1,0.24
1,0.23
2,0.24
2,0.25
2,0.25
2,0.25
2,0.24
3,0.24
3,0.25
3,0.25
3,0.24
3,0.25
4,0.25
4,0.26
4,0.26
4,0.26
4,0.26
5,0.26
5,0.26
5,0.26
5,0.25
5,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.27
7,0.26
7,0.28
7,0.26
7,0.27
7,0.27
8,0.27
8,0.26
8,0.28
8,0.26
8,0.27
