thread,time
1,0.12
1,0.12
1,0.11
1,0.11
1,0.13
2,0.13
2,0.11
2,0.15
2,0.12
2,0.13
3,0.36
3,0.50
3,0.32
3,0.55
3,0.29
4,0.56
4,0.61
4,0.58
4,0.55
4,0.69
5,0.75
5,0.73
5,0.61
5,0.68
5,0.62
6,0.66
6,0.82
6,0.84
6,0.83
6,0.95
7,0.99
7,1.04
7,1.25
7,0.85
7,0.76
8,1.03
8,0.93
8,0.83
8,0.86
8,1.00
